26.68,8.9
56.46,109.91
43.71,41.07
58.11,100.5
50.83,71.21
20.3,5.77
37.16,29.57
35.95,26.71
43.87,38.46
26.09,8.52
22.38,6.46
37.88,28.75
52.34,70.9
17.3,04.03
45.35,49.37
41.59,37.52
53.57,67.44
22.15,6.37
20.61,5.4
22.01,6.78
45.49,53.96
47.57,53.6
24.04,7.55
24.62,8.26
40.53,41.81
40.53,39.53
24.67,7.86
53.68,70.91
47.22,50.06
28.66,10.01
24.99,08.04
20.28,5.21
37.47,28.31
40.88,44.83
26.18,9.27
17.13,2.25
28.47,10.79
46.13,50.97
41.55,38.32
50.82,79.72
24.68,8.24
35.42,27.17
43.47,37.86
38.43,24.56
22.48,6.45
58.92,91.18
45.51,53.79
43.31,43.68
45.33,52.03
17.41,1.71
28.39,10.74
41.14,39.97
43.29,38.2
20.61,5.1
22.7,6.25
26.63,9.12
41.86,40.73
28.46,11.17
26.43,9.8
18.62,2.67
58.54,91.0
20.85,5.49
41.59,42.53
28.48,10.23
40.78,39.37
51.74,72.37
37.68,28.15
36.94,26.54
56.84,108.46
50.69,71.42
26.49,9.67
26.09,8.85
42.73,43.31
28.37,10.08
38.63,25.9
50.33,79.47
22.52,6.86
50.45,70.13
55.55,99.46
20.65,5.2
26.7,9.96
20.23,5.85
48.57,53.24
20.22,05.03
48.17,57.31
50.7,79.58
20.81,05.07
41.56,38.5
28.7,10.02
24.6,7.7
17.6,3.44
26.51,09.08
20.78,5.22
48.64,57.21
22.93,6.85
48.23,56.12
24.39,08.06
57.34,102.93
24.41,7.86
55.46,96.9
50.62,70.4
53.45,67.39
17.67,2.39
28.48,10.95
35.9,27.67
48.41,53.26
45.07,57.23
22.31,6.14
51.9,67.6
52.0,68.37
57.09,102.96
20.89,5.13
28.9,10.68
20.56,5.71
55.29,92.88
57.4,109.24
28.72,10.03
46.89,53.99
46.83,49.36
28.66,11.12
24.05,7.76
40.31,40.85
43.18,41.2
18.66,4.14
20.89,5.44
28.09,10.61
38.56,27.37
24.57,07.03
37.78,25.79
26.74,9.99
28.1,10.05
26.05,9.99
22.47,6.54
20.73,5.36
28.91,10.32
41.1,42.6
45.8,58.84
26.92,9.49
24.83,7.95
28.45,10.73
35.52,25.0
41.02,44.24
52.51,76.96
48.57,52.51
17.27,1.47
40.79,43.6
57.15,103.36
26.99,9.53
24.27,08.07
57.24,106.11
20.42,5.7
26.16,9.37
47.98,56.73
35.56,26.06
52.24,73.78
37.6,26.69
24.48,8.39
22.82,6.36
45.46,49.2
22.06,6.79
43.72,41.85
18.16,4.99
35.54,27.48
35.89,26.55
56.53,102.63
22.77,6.62
52.69,79.65
37.51,26.49
17.82,02.01
36.55,26.89
40.04,37.77
22.75,6.18
22.5,6.1
18.72,4.0
40.23,41.83
53.0,70.25
57.12,101.38
57.38,102.86
35.35,26.63
41.67,42.26
22.5,6.56
47.63,54.77
41.81,37.62
28.29,11.0
41.16,41.34
58.76,94.25
26.91,9.6
20.36,5.5
50.54,71.96
